School,Street Address,Street Zip,Latitude,Longitude
Social Justice Schools: Global Issues Academy at Dr. Maya Angelou Community High,300 East 53rd St.,90011-4522,33.99422,-118.270103
Solano Avenue Elementary,615 Solano Ave.,90012-1036,34.075902,-118.23231
Sophia T. Salvin Special Education Center,1925 Budlong Ave.,90007-1109,34.039008,-118.296295
Soto Street Elementary,1020 South Soto St.,90023-1324,34.031739,-118.217249
Sotomayor Arts and Sciences Magnet,2050 San Fernando Rd.,90065-1267,34.290459,-118.449491
South East High,2720 Tweedy Blvd.,90280-5539,33.946064,-118.223306
South Gate Community Adult,2525 Firestone Blvd.,90280-2937,33.957674,-118.226891
South Gate Middle,4100 Firestone Blvd.,90280-3218,33.953333,-118.197954
South Gate Senior High,3351 Firestone Blvd.,90280-2937,33.954632,-118.209756
South Park Elementary,8510 Towne Ave.,90003-3119,33.960894,-118.26724
"South Region High #12A Technology, Arts and Design High",8800 South San Pedro St.,90003,33.95715,-118.268756
South Shores/CSUDH Visual and Performing Arts,2060 West 35th St.,90732-4704,33.722101,-118.322075
Southeast Middle,2560 Tweedy Blvd.,90280-5557,33.94638,-118.225695
Special Education-Infant/Preschool Program,"333 South Beaudry Ave., Fl. 17",90017-5105,34.052234,-118.243685
Spectrum Center- Long Beach Middle Market Street,1022 E Market St,90805-6034,33.853755,-118.182045
Spivak Hebrew Academy,9717 W. Pico Blvd.,90035-4710,34.054994,-118.400056
St Margaret Mary School,25515 Eshelman Ave,90717-2621,33.791606,-118.314871
St. Agnes Parish School,1428 West Adams Blvd.,90007-1640,34.032673,-118.292764
St. Alphonsus School,552 Amalia Ave,90022-2630,34.025435,-118.154392
St. Anastasia Elementary,8631 South Stanmoor Dr.,90045-2331,33.959131,-118.425089
St. Anthony of Padua,1003 W 163Rd St.,90247-4427,33.883519,-118.292813
St. Augustine School (SAS),3819 Clarington Ave.,90232-2733,34.021658,-118.400257
St. Bernard Elementary,3254 Verdugo Rd,90065-2036,34.111058,-118.236106
St. Bernard High School,9100 Falmouth Ave.,90293-8205,33.955114,-118.432126
St. Bernardine of Siena School,6061 Valley Cir. Blvd.,91367-1144,34.181827,-118.657049
St. Brendan,"238 S. Manhattan Pl., St. Brendan School",90004,34.069906,-118.310104
St. Bridget of Sweden Elementary,7120 Whitaker Ave,94106-3719,34.200034,-118.497586
St. Cecilia Elementary,4224 South Normadie Ave.,90037-2325,34.00692,-118.300042
St. Charles Borromeo,10850 Moorpark St.,91602-2206,34.149966,-118.367478
St. Columbkille Elementary,145 West 64th St.,90003-1415,33.981466,-118.275547
St. Cyril of Jerusalem Elementary,4548 Haskell Ave.,91436-3113,34.154045,-118.474161
St. Didacus,14325 Astoria St.,91342-4124,34.306015,-118.445877
St. Dominic School,2005 Merton Ave,90041-1911,34.138217,-118.212766
ST. ELISABETH SCHOOL,6635 TOBIAS Ave.,91405-4614,34.191764,-118.452328
St. Eugene,9521 Haas Ave.,90047-3739,33.94928,-118.316976
St. Euphrasia School,17637 Mayerling St.,91344-2120,34.284048,-118.517052
St. Frances X. Cabrini,1428 West Imperial Hwy.,90047-4901,33.930652,-118.301123
St. Francis De Sales,13368 Valleyheart Dr.,91423-3287,34.149507,-118.424503
St. Genevieve Elementary School,14024 Community St.,91402-3707,34.222639,-118.439074
St. Genevieve High School,13967 Roscoe Blvd.,91402-4245,34.22191,-118.437955
St. Helen,9329 Madison Ave,90280-4225,33.950359,-118.214993
St. Ignatius of Loyola Elementary,6025 Monte Vista St.,90042-3435,34.113909,-118.191013
St. James' Episcopal School,625 S. St. Andrews Pl.,90005-3043,34.062643,-118.311903
St. Jane Frances de Chantal School,12950 Hamlin St.,91606-1101,34.188431,-118.415268
St. Jerome Elementary,5580 Thornburn St.,90045-2141,33.973479,-118.378096
St. John Eudes,9925 Mason Ave.,91311-4525,34.250319,-118.579828
St. Joseph the Worker Elementary,19812 Cantlay St.,91306-3005,34.202092,-118.566216
St. Lawrence of Brindisi Elementary,10044 Compton Ave.,90002-2851,33.945267,-118.245536
St. Malachy Catholic Elementary,1200 East 81st St.,90001-3308,33.965625,-118.254205
St. Mark School,912 Coeur D Alene Ave,90291-4929,33.991369,-118.452177
St. Martin of Tours,11955 Sunset Blvd.,90049-4220,34.062316,-118.473639
St. Matthew's Parish School,1031 Bienveneda Ave.,90272-0037,34.053951,-118.542232
St. Matthias Elementary School,7130 Cedar St.,90255-5248,33.973268,-118.213241
St. Mel Elementary,20874 Ventura Blvd.,91364-2318,34.166308,-118.587572
St. Michael Elementary,1027 West 87th St.,90044-2107,33.959255,-118.292849
St. Nicholas School,"9501 Balboa Blvd. Northridge, Ca 91325",91325,34.243937,-118.502864
St. Odilia Elementary,5300 Hooper Ave.,90011-4809,33.994821,-118.252093
St. Patrick Elementary,10626 Erwin St.,91606-5042,34.182546,-118.362553
St. Paul Elementary,1908 South Bronson Ave.,90018-1039,34.039576,-118.329428
St. Philomena Elementary,21832 South Main St.,90745-2934,33.829858,-118.277442
St. Raphael Elementary,924 West 70th St.,90044-5221,33.97629,-118.290385
St. Rose of Lima Catholic,4422 East 60th St.,90270-3103,33.985419,-118.187288
St. Teresa of Avila School,2215 Fargo St.,90039-3107,34.092353,-118.258856
St. Timothy School,10479 West Pico Blvd.,90064-2307,34.04543,-118.418854
St. Turibius Elementary,1524 Essex St.,90021-2615,34.027394,-118.248886
St. Vincent Elementary School,2333 S Figueroa,90007-2501,34.030501,-118.275479
Stagg Street Elementary,7839 Amestoy Ave.,91406-1602,34.212765,-118.505565
Stanford Avenue Elementary,2833 Illinois Ave.,90280-4005,33.950876,-118.220774
Stanford Primary Center,3020 Kansas Ave.,90280-4108,33.948735,-118.218309
Stanley Mosk Elementary,7335 Lubao Ave.,91306-3670,34.203527,-118.56806
Star Christian,2120 Estrella Ave.,90007-2042,34.032668,-118.276193
STARS Academy,7353 Valley Cir. Blvd,91304-6706,34.206132,-118.654393
State Street Elementary,3211 Santa Ana St.,90280-2305,33.96365,-118.211613
Stella Elementary Charter Academy,2636 S. Mansfield Ave.,90016-3512,34.03156,-118.352359
Stella High Charter Academy,1600 W. Imperial Hwy.,90047-4810,33.928811,-118.306082
Stella Middle Charter Academy,4301 West Martin Luther King Jr. Blvd.,90008-1719,34.017109,-118.344232
STEM Academy at Bernstein High,1309 North Wilton Pl.,90028-8526,34.095061,-118.313922
STEM Preparatory Elementary,1374 West 35th St.,90007-3410,34.024325,-118.299663
STEM3 Academy West,12095 W. Washington Blvd.,90066,33.99775,-118.423866
Stephen M. White Middle,22102 South Figueroa St.,90745-4404,33.826794,-118.285898
"Stonehurst Avenue Elementary School Science, Technology, Engineering, Arts and Math Magnet",9851 Stonehurst Ave.,91352-1222,34.249369,-118.369524
Stoner Avenue Elementary,11735 Braddock Dr.,90230-5141,33.995538,-118.412416
Stoney Point Continuation,10010 de Soto Ave.,91311-3127,34.252078,-118.58849
Strathern Street Elementary,7939 St. Clair Ave.,91605-2316,34.214731,-118.399886
Sts. Peter and Paul School,706 Bay View Ave.,90744-5308,33.778563,-118.26991
Student Empowerment Academy,1319 East 41st St.,90011-3301,34.009239,-118.251546
Studio,2050 North San Fernando Rd.,90065-1267,34.10226,-118.237398
Succeeders Seminary of the Southwest,"2390 Crenshaw Blvd,  Ste E503",90501-3300,33.822278,-118.32808
Summit Preparatory Charter,644 56th St.,90011-4660,33.990892,-118.264366
Summit View,6455 Coldwater Canyon,91606-1112,34.188287,-118.414051
Sun Valley High,9171 Telfair Ave.,91352-1844,34.236128,-118.396597
Sun Valley Magnet,7330 Bakman Ave.,91352-4914,34.203585,-118.377843
Sunland Christian School,13216 Leach St.,91342-4420,34.309727,-118.421768
Sunland Elementary,8350 Hillrose St.,91040-2406,34.263288,-118.314666
Sunny Brae Avenue Elementary,20620 Arminta St.,91306-2109,34.213546,-118.582512
Sunrise Elementary,2821 East Seventh St.,90023-1501,34.029688,-118.211009
Sunrise School,13130 Burbank Blvd.,91401-6037,34.171154,-118.419256
Sunrise West School,4160 Grand View Blvd.,90066-5214,33.997947,-118.425347
Superior Street Elementary,9756 Oso Ave.,91311-5359,34.24772,-118.575332
Susan Miller Dorsey Senior High,3537 Farmdale Ave.,90016-4707,34.022994,-118.346103
Sven Lokrantz Special Education Center,19451 Wyandotte St.,91335-3518,34.202975,-118.556812
Sylmar Biotech Health and Engineering Magnet,13050 Borden Ave.,91342-4251,34.307364,-118.442883
Sylmar Charter High,13050 Borden Ave.,91342-4251,34.307294,-118.442804
Sylmar Elementary,13291 Phillippi Ave.,91342-2810,34.31275,-118.446839
Sylmar Leadership Academy,14550 Bledsoe St.,91342-1414,34.318622,-118.449471
Sylvan Park Elementary,6238 Noble Ave.,91411-2026,34.184062,-118.461735
Synergy Charter Academy,900 East 33rd St.,90011-2527,34.014575,-118.260815
Synergy Kinetic Academy,1420 East Adams Blvd.,90011-1820,34.015715,-118.248773
Synergy Quantum Academy,300 East 53rd St.,90011-4522,33.99422,-118.270103
Taft Charter High,5461 Winnetka Ave.,91364-2548,34.16939,-118.57103
Taper Avenue Elementary,1824 Taper Ave.,90731-1175,33.761789,-118.298927
Tarbiyatul ILM Academy Global,12100 Wilshire Blvd Fl. 8,90025-7120,34.043516,-118.467575
Tarzana Elementary,5726 Topeka Dr.,91356-1316,34.175091,-118.546072
Tashbar Sephardic Yeshiva Ketana,1210 South La Cienega Blvd.,90035-2521,34.055333,-118.375967
TEACH Academy of Technologies,10045 South Western Ave.,90047,33.944028,-118.309365
TEACH Preparatory Mildred S. Cunningham & Edith H. Morris Elementary,8505 South Western Ave.,90047-3053,33.960687,-118.309395
TEACH Tech Charter High,10616 South Western Ave.,90047-4254,33.9394,-118.308797
Team Hardison,19360 Rinaldi St. Pmb 696,91326-1607,34.27358,-118.554945
Telfair Avenue Elementary,10975 Telfair Ave.,91331-2821,34.269183,-118.431576
Tenth Street Elementary,1000 Grattan St.,90015-2046,34.04837,-118.273484
Teresa Hughes Elementary,4242 Clara St.,90201-5010,33.966238,-118.192981
The Archer School for Girls,11725 Sunset Blvd.,90049-2918,34.064959,-118.471182
The Canterbury Tale School (DBA) run by Routenstein Foundation,17331 Burbank Blvd.,91316,34.172457,-118.51089
The Center for Early Education,563 North Alfred St.,90048-2512,34.08159,-118.375382
The City,5753 Obama Blvd.,90016-5013,34.022002,-118.371138
The City,11625 West Pico Blvd.,90064-2908,34.032519,-118.444577
The City School,6835 Aldea Ave.,91406-4424,34.195013,-118.508718
The Help Group's North Hills Prep,15339 Saticoy St.,91406-3345,34.209374,-118.467839
The Incubator,"7400 West Manchester, Bldg. K",90045-2322,33.95932,-118.428626
The John Thomas Dye School,11414 Chalon Rd.,90049-1700,34.087412,-118.463364
The Mirman School for Gifted Children,16180 Mulholland Dr.,90049-1125,34.129714,-118.484466
The Northridge Community School,11263 Balboa Blvd.,91344-4206,34.275136,-118.502493
The Oaks School,6817 Franklin Ave.,90028-4401,34.10418,-118.338764
The Pines Christian School,25200 S. Western Ave.,90710-2611,33.795479,-118.307274
The School of Los Angeles,6361 Santa Monica Blvd.,90038,34.090998,-118.328139
THE WESLEY SCHOOL,4832 Tujunga Ave.,91601-4520,34.158991,-118.378176
Theodore Roosevelt Senior High,2530 East 4th St.,90033,34.03947,-118.20986
Third Street Elementary,201 South June St.,90004-1055,34.071002,-118.334858
Thirty-Second Street USC Performing Arts,822 West 32nd St.,90007-3601,34.025192,-118.282921
Thomas A. Edison Middle,6500 Hooper Ave.,90001-1264,33.981577,-118.251984
Thomas Jefferson Senior High,1319 East 41st St.,90011-3301,34.009239,-118.251546
Thomas Riley High,1524 East 103rd St.,90002-3307,33.943214,-118.247711
Thomas Starr King Middle School Film and Media Magnet,4201 Fountain Ave.,90029-2223,34.095839,-118.280673
Thurgood Marshall Charter Middle,3500 South Normandie Ave.,90007,34.024304,-118.300271
Toland Way Elementary,4545 Toland Way,90041-3427,34.120919,-118.218045
Toluca Lake Elementary,4840 Cahuenga Blvd.,91601-4799,34.158628,-118.361468
Tom Bradley Global Awareness Magnet,3875 Dublin Ave.,90008-1945,34.015235,-118.322317
Topanga Elementary Charter,22075 Topanga School Rd.,90290-3835,34.091819,-118.603718
Topanga Mountain School,5920 Shoup Ave,91367-3327,34.178642,-118.613921
Topeka Charter School for Advanced Studies,9815 Topeka Dr.,91324-1849,34.248427,-118.545761
Torah Academy of Los Angeles,5562 Reseda Blvd,91356-2608,34.171733,-118.535699
Towne Avenue Elementary,18924 Towne Ave.,90746-2165,33.858447,-118.267948
Transfiguration,4020 Roxton Ave.,90008-2719,34.011789,-118.321162
TREE Academy,8628 Holloway Dr,90069-2304,34.090309,-118.380237
Tri-C Community Day,"716 East 14th St., Second Fl.",90021-2114,34.031856,-118.253871
Trinity Street Elementary,3736 Trinity St.,90011-2635,34.011894,-118.269671
True Education Learning Academy,1215 W Manchester Ave,90044-2237,33.960267,-118.29647
Tulsa Street Elementary,10900 Hayvenhurst Ave.,91344-5121,34.268397,-118.493422
Tweedy Elementary,9724 Pinehurst Ave.,90280-5222,33.943483,-118.182663
Twenty-Eighth Street Elementary,2807 Stanford Ave.,90011-2017,34.018883,-118.260765
Twenty-Fourth Street Elementary,2055 West 24th St.,90018-1925,34.034767,-118.310696
Two Hundred Thirty-Second Place Elementary,23240 Archibald Ave.,90745-5117,33.814552,-118.282651
UCLA Community K-12,700 South Mariposa Ave.,90005-2001,34.059688,-118.298646
Ulysses S. Grant Senior High,13000 Oxnard St.,91401-4114,34.179356,-118.415805
Underrated Talent Union California Academy,20795 S. Main St.,90745-1118,33.842593,-118.280456
Union Avenue Elementary,150 South Burlington Ave.,90057-2506,34.063929,-118.267189
University High School Charter,11800 Texas Ave.,90025-1402,34.045716,-118.461331
University of Silvaner,3460 Wilshire Blvd,90010-2206,34.061306,-118.300039
University Pathways Medical Magnet Academy,11227 South San Pedro St.,90061-2566,33.932721,-118.269921
University Pathways Public Service Academy,1415 Firestone Blvd.,90001-3854,33.961125,-118.24902
University Preparatory Value High,1929 West Pico Blvd.,90006-5008,34.046778,-118.280941
Urban Village Middle,5753 Rodeo Rd.,90016,34.02233,-118.371288
Utah Street Elementary,255 Gabriel Garcia Marquez St.,90033-2746,34.049296,-118.223996
Valerio Street Elementary,15035 Valerio St.,91405-1742,34.204889,-118.460606
Valley Academy of Arts and Sciences,10445 Balboa Blvd.,91344-7323,34.260352,-118.503534
Valley Beth Shalom Day School,15739 Ventura Blvd.,91436-2903,34.15608,-118.476412
Valley Charter Elementary,16514 Nordhoff St.,91343-3724,34.234961,-118.492039
Valley Charter Middle,14646 Sherman Way,91405-5860,34.200628,-118.452402
Valley International Preparatory High,18827 Roscoe Blvd.,91324-4545,34.221079,-118.543593
Valley Oaks Center for Enriched Studies,9171 Telfair Ave.,91352-1844,34.23604,-118.397027
Valley School,15700 Sherman Way,91406-4025,34.200887,-118.475343
Valley Torah High School,12517 Chandler Blvd,91607-1925,34.168928,-118.405996
Valley View Elementary,6921 Woodrow Wilson Dr.,90068-1847,34.124679,-118.344349
Valor Academy Elementary,8755 Woodman Ave.,91331-6506,34.229022,-118.436095
Valor Academy High,9356 Lemona Ave.,91343-3416,34.240804,-118.458511
Valor Academy Middle,9034 Burnet Ave.,91343-2319,34.234685,-118.462643
Valor Montessori Preparatory,7136 Winnetka Ave,91306-3647,34.199932,-118.570656
Van Deene Avenue Elementary,826 West Javelin St.,90502-1719,33.838803,-118.288984
Van Gogh Charter,17160 Van Gogh St.,91344-1217,34.3057,-118.505349
Van Ness Avenue Elementary,501 North Van Ness Ave.,90004-1527,34.080338,-118.315778
Van Nuys Community Adult,6535 Cedros Ave.,91411-1506,34.189234,-118.455163
Van Nuys Elementary,6464 Sylmar Ave.,91401-1433,34.188064,-118.446457
Van Nuys Middle,5435 Vesper Ave.,91411-3738,34.169131,-118.450957
Van Nuys Senior High,6535 Cedros Ave.,91411-1506,34.189555,-118.453144
Vanalden Avenue Elementary,19019 Delano St.,91335-6727,34.18255,-118.54741
Vaughn Next Century Learning Center,13330 Vaughn St.,91340-2216,34.279674,-118.420948
Vena Avenue Elementary,9377 Vena Ave.,91331-4733,34.240667,-118.420212
Venice Community Adult,13000 Venice Blvd.,90066-3512,33.997058,-118.445751
Venice Senior High,13000 Venice Blvd.,90066-3512,33.998856,-118.442838
Venice Skills Center,611 Fifth Ave.,90291-2674,33.995911,-118.472747
Verbum Dei Jesuit High School,11100 South Central Ave.,90059-1120,33.934628,-118.252544
Verdugo Hills Senior High,10625 Plainview Ave.,91042-1723,34.261842,-118.297989
Vermont Avenue Elementary,1435 West 27th St.,90007-2137,34.030536,-118.293521
Vermont Christian School,25500 Vermont Ave.,90710-3125,33.794197,-118.290438
Vernon City Elementary,2360 East Vernon Ave.,90058-1609,34.003891,-118.230967
Victoria Avenue Elementary,3320 Missouri Ave.,90280-4308,33.946937,-118.211026
Victory Boulevard Elementary,6315 Radford Ave.,91606-3316,34.18515,-118.392209
View Park Continuation,4701 Rodeo Rd.,90016-4713,34.02155,-118.347832
Village Charter Academy,7357 Jordan Ave.,91303-1238,34.204058,-118.603059
Village Christian Schools,8930 Village Ave.,91352-2129,34.230734,-118.355921
Village Glen School,13130 Burbank Blvd.,91401-1401,34.171154,-118.419256
"Village School, Inc.",780 Swarthmore Ave.,90272-4355,34.044622,-118.526149
Vine Street Elementary,955 North Vine St.,90038-2701,34.088294,-118.326689
Vinedale College Preparatory Academy,10150 La Tuna Canyon Rd.,91352-2101,34.234149,-118.352251
Vintage Math/Science/Technology Magnet,15848 Stare St.,91343-1423,34.252692,-118.477247
Virgil Middle,152 North Vermont Ave.,90004-4897,34.073849,-118.291613
Virginia Road Elementary,2925 Virginia Rd.,90016-3628,34.028967,-118.339527
Virtual Academy of Business & Entrepreneurship,18720 Linnet St.,91356-3313,34.167242,-118.542044
Virtual Academy of International Studies/Humanities (World Languages and Cultures),19452 Hart St.,91335-3735,34.19626,-118.557613
Virtual Academy of the Arts & Entertainment,1254 East Helmick St.,90746-3164,33.851383,-118.250803
Virtual Academy STEAM,4010 East Ramboz Dr.,90063-1218,34.053944,-118.177811
Visitation Elementary,8740 South Emerson Ave.,90045-3723,33.958279,-118.404159
Vista,3200 Motor Ave.,90034-3710,34.031265,-118.410941
Vista Charter Middle,2900 West Temple St.,90026-4516,34.074112,-118.278547
Vista del Valle Dual Language Academy,12441 Bromont Ave.,91340-1306,34.295989,-118.420841
Vista Horizon Global Academy,980 South Hobart Blvd.,90006-1220,34.053174,-118.305998
Vista Middle,15040 Roscoe Blvd.,91402-4513,34.221409,-118.46051
Visual and Performing Arts at Legacy High School Complex,5225 Tweedy Blvd.,90280-5332,33.941328,-118.178946
Vox Collegiate of Los Angeles,1100 West Manchester Ave.,90044-3430,33.959629,-118.294183
Wadsworth Avenue Elementary,981 East 41st St.,90011-2753,34.00928,-118.258549
Walgrove Avenue Elementary,1630 Walgrove Ave.,90066-2299,34.005671,-118.452713
Wallis Annenberg High,4000 South Main St.,90037-1022,34.010434,-118.273931
Walnut Park Elementary,2642 Olive St.,90255-6324,33.968183,-118.223984
Walnut Park Middle A School of Social Justice and Service Learning,7500 Marbrisa Ave.,90255-5612,33.971966,-118.231397
"Walnut Park Middle B Science, Technology, Engineering and Mathematics Academy",7500 Marbrisa Ave.,90255-5612,33.971966,-118.231397
Walter Reed Middle,4525 Irvine Ave.,91602-1915,34.15263,-118.385567
Warner Avenue Elementary,615 Holmby Ave.,90024-2535,34.070171,-118.433916
Warrior poets academy llc,18054 Ventura Blvd,91316-3500,34.164894,-118.526327
"Washington Irving Middle School Math, Music and Engineering Magnet",3010 Estara Ave.,90065-2205,34.11755,-118.240816
Washington Primary Center,860 West 112th St.,90044-4210,33.933369,-118.290734
Watts Learning Center,310 West 95th St.,90003-4012,33.950044,-118.278496
Watts Learning Center Charter Middle,8800 South San Pedro St.,90003-3541,33.95715,-118.268756
Wayfinder Family Services,5300 Angeles Vista Blvd,90043-1648,33.994033,-118.343684
Wee lil people,752 East Lincoln St.,90745-6010,33.807408,-118.261273
Weigand Avenue Elementary,10401 Weigand Ave.,90002-3865,33.941731,-118.2297
Welby Way Charter Elementary School And Gifted-High Ability Magnet,23456 Welby Way,91307-3328,34.192177,-118.637958
WESM Health/Sports Medicine,7400 West Manchester Ave.,90045-2322,33.95967,-118.426446
West Adams Preparatory High,1500 West Washington Blvd.,90007-1257,34.04001,-118.289684
West Athens Elementary,1110 West 119th St.,90044-6504,33.925036,-118.294906
West Hollywood College Preparatory School,1317 North Crescent Heights Blvd.,90046-4506,34.094513,-118.366294
West Hollywood Elementary,970 North Hammond St.,90069-4407,34.089046,-118.387578
West Hollywood Opportunity,1049 North Fairfax Ave.,90046-6151,34.090001,-118.361832
West Valley Christian School,22450 Sherman Way,91307-2326,34.200016,-118.616219
West Valley Occupational Center,6200 Winnetka Ave.,91367,34.182891,-118.570408
West Valley Special Education Center,6649 Balboa Blvd.,91406-5529,34.191504,-118.501189
West Vernon Avenue Elementary,4312 South Grand Ave.,90037-2603,34.004831,-118.280509
Westchester Lutheran School,7831 South Sepulveda Blvd.,90045-2916,33.970573,-118.395431
Westchester-Emerson Community Adult,8810 Emerson Ave.,90045-2322,33.956471,-118.404073
Western Avenue Technology Magnet,1724 West 53rd St.,90062-2718,33.994107,-118.307648
"Westland School,, The",16200 Mulholland Dr,90049-1127,34.129374,-118.485751
Westmark School,5461 Louise Ave.,91316-2540,34.170351,-118.510983
Westminster Avenue Elementary,1010 Abbott Kinney Blvd.,90291-3312,33.992074,-118.472064
Westport Heights Elementary,6011 West 79th St.,90045-2946,33.966388,-118.388812
Westside Community Adult,7850 Melrose Ave.,90046-7210,34.083401,-118.359734
Westside Global Awareness Magnet,104 Anchorage St.,90292-5102,33.979192,-118.465128
Westside Innovative School House,6550 West 80th St.,90045-1127,33.967745,-118.403875
Westside Innovative School House Charter Middle,7615 Cowan Ave.,90045-1206,33.972654,-118.405429
Westside Neighborhood School,5401 Beethoven St.,90066-7016,33.977509,-118.422608
Westside Waldorf School,17310 West Sunset Blvd.,90272-4102,34.04257,-118.552499
Westwood Charter Elementary,2050 Selby Ave.,90025-6311,34.047586,-118.430786
White Point Elementary,1410 Silvius Ave.,90731-6099,33.716229,-118.308433
Whitman Continuation,7795 Rosewood Ave.,90036-1764,34.080254,-118.3593
Whitney Young Continuation,3051 West 52nd St.,90043-4838,33.995062,-118.326383
Wilbur Charter for Enriched Academics,5213 Crebs Ave.,91356-4010,34.165336,-118.544233
"Wildwood School, Inc.",11811 W Olympic Blvd,90064-1114,34.033512,-118.451266
Will Rogers Continuation,14711 Gilmore St.,91411-1595,34.187703,-118.453348
William J. Johnston Community Day,2210 Taper Ave.,90731-1162,33.765139,-118.299432
William Jefferson Clinton Middle,3500 South Hill St.,90007-4333,34.018395,-118.275616
William Mulholland Middle,17120 Vanowen St.,91406-4449,34.19026,-118.504354
William R. Anton Elementary,831 North Bonnie Beach Pl.,90063-3404,34.045828,-118.18117
William Tell Aggeler Opportunity High,21050 Plummer St.,91311-4903,34.242728,-118.592704
Willow Elementary,2777 Willow Pl.,90280-2816,33.955053,-118.221806
Willowcrest School,10512 Magnolia Blvd.,91601-4112,34.164672,-118.359887
"Wilmington Middle Science, Technology, Engineering, Arts, Mathematics (STEAM) Magnet",1700 Gulf Ave.,90744-1311,33.79696,-118.274204
Wilmington Park Elementary,1140 Mahar Ave.,90744-3815,33.785951,-118.246434
Wilshire Crest Elementary,5241 West Olympic Blvd.,90036-4902,34.057191,-118.34428
Wilshire Park Elementary,4063 Ingraham St.,90005-3217,34.060979,-118.316541
Wilson-Lincoln Community Adult,4500 Multnomah St.,90032-3703,34.069677,-118.18634
Wilton Place Elementary,745 South Wilton Pl.,90005-3552,34.058698,-118.314325
Windsor Hills Math Science,5215 Overdale Dr.,90043-2020,33.995741,-118.355389
Windsor Math and Science Academy,4221 Wilshire Blvd Ste. 136,90010-3626,34.062243,-118.320862
Windward School,11350 Palms Blvd.,90066-2104,34.017437,-118.426202
Winnetka Avenue Elementary,8240 Winnetka Ave.,91306-1899,34.218937,-118.57097
Wisdom Elementary,1125 East 74th St.,90001-2405,33.973342,-118.255505
Wise School,15500 Stephen S Wise Dr,90077-1520,34.128629,-118.469973
WISH Academy High,7400 West Manchester Ave.,90045-2322,33.957763,-118.428888
WISH Community,6550 West 80th St.,90045-1127,33.96779,-118.403877
Wonderland Avenue Elementary,8510 Wonderland Ave.,90046-1451,34.114326,-118.379412
Woodcrest Elementary,1151 West 109th St.,90044-3011,33.937361,-118.296996
Woodcrest School,6043 Tampa Ave.,91356-1159,34.180398,-118.554122
Woodlake Elementary Community Charter,23231 Hatteras St.,91367-3119,34.175591,-118.632765
Woodland Hills Academy,20800 Burbank Blvd.,91367-6811,34.171912,-118.585468
Woodland Hills Elementary Charter for Enriched Studies,22201 San Miguel St.,91364-3039,34.158723,-118.609925
Woodland Hills Private School,22555 Oxnard St.,91367-3320,34.179985,-118.618286
Woodlawn Avenue Elementary,6314 Woodlawn Ave.,90201-1417,33.978356,-118.17766
Woodrow Wilson Senior High,4500 Multnomah St.,90032-3703,34.070754,-118.186163
WorldSpeak Language Immersion Private School,1639 Westwood Blvd,90024-5603,34.052152,-118.439379
Xinaxcalmecac Academia Semillas del Pueblo,4736 Huntington Dr.,90032-1942,34.085252,-118.181239
YES Academy,3140 Hyde Park Blvd.,90043-4117,33.980596,-118.327094
Yeshiva Gedolah of Los Angeles,5444 West Olympic Blvd.,90036-4802,34.057077,-118.348794
Yeshiva Ketana of Los Angeles,12041 Burbank Blvd.,91607-1853,34.172347,-118.395726
Yeshiva Ner Aryeh,12500 Burbank Blvd.,91607-1504,34.17193,-118.405498
Yeshiva Ohr Elchonon Chabad,7215 Waring Ave.,90046-7615,34.085298,-118.346705
Yeshiva Rav Isacsohn/Torath Emeth Academy,540 N. La Brea Ave.,90036-2016,34.081548,-118.343775
Yorkdale Elementary,5657 Meridian St.,90042-1850,34.120717,-118.194547
Young Oak Kim Academy,615 South Shatto Pl.,90005-1302,34.063087,-118.289972
Youth Opportunities Unlimited,915 West Manchester Ave.,90044-4915,33.960085,-118.289608
YULA High School - YULA Girls,1619 South Robertson Blvd.,90035-4245,34.05021,-118.385147
YULA High School- Boys School,9760 West Pico Blvd.,90035-4720,34.053649,-118.401181
Zane Grey Continuation,18230 Kittridge St.,91335-6115,34.190181,-118.530523
Los Angeles Unified School District ROCP,333 South Beaudry Ave.,90017-1466,34.056109,-118.256986
Cesar Chavez Middle,3898 Abbott Rd.,90262-2106,33.935881,-118.203595
Helen Keller Elementary,3521 Palm Ave.,90262-5127,33.913429,-118.207014
Hosler Middle,11300 Spruce St.,90262-3629,33.926913,-118.205374
Janie P. Abbott Elementary,5260 East Clark St.,90262-5443,33.910429,-118.187854
Kaplan Academy of Southern California,"840 Apollo St., Ste. 222",90245,33.903324,-118.386462
Lincoln Elementary,11031 State St.,90262-2454,33.933033,-118.216201
Lindbergh Elementary,3300 Cedar Ave.,90262-4850,33.919026,-118.213004
Lugo Elementary,4345 Pendleton Ave.,90262-2326,33.932526,-118.184597
Lynwood Academic Academy,3919 Carlin Ave.,90262-5203,33.913429,-118.201337
Lynwood Adult,11277 Atlantic Ave.,90262-5106,33.923679,-118.186707
Lynwood Alternative,11387 Bullis Rd.,90262-3660,33.925264,-118.200309
Lynwood High,12124 Bullis Rd.,90262-5106,33.916375,-118.204149
Lynwood Middle,12124 Bullis Rd.,90262-5106,33.916535,-118.204252
Marco Antonio Firebaugh High,5246 Martin Luther King Blvd.,90262-3903,33.919941,-118.183203
Mark Twain Elementary,12315 Thorson Ave.,90262-5243,33.91258,-118.197669
Pathway Independent Study,11387 Bullis Rd.,90262-3660,33.925436,-118.200599
Roosevelt Elementary,10835 Mallison Ave.,90262-2113,33.934328,-118.199923
